1,F
2,F
3,U
4,F
5,F
6,F
7,F
8,M
9,M
10,M
11,F
12,U
13,M
14,M
15,U
16,M
17,M
18,M
19,F
20,M
21,M
22,U
23,M
24,F
25,F
26,F
27,F
28,F
29,U
30,M
31,F
32,M
33,U
34,M
35,F
36,F
37,M
38,F
39,F
40,F
41,M
42,F
43,M
44,F
45,M
46,M
47,M
48,F
49,M
50,F
51,M
52,M
53,M
54,M
55,F
56,M
57,F
58,F
59,F
60,F
61,M
62,F
63,F
64,F
65,F
66,M
67,U
68,F
69,U
70,M
71,F
72,M
73,F
74,F
75,F
76,M
77,M
78,F
79,F
80,M
81,M
82,M
83,F
84,M
85,M
86,M
87,F
88,F
89,U
90,F
91,M
92,U
93,M
94,M
95,M
96,F
97,F
98,M
99,M
100,F
101,F
102,M
103,M
104,M
105,F
106,F
107,F
108,M
109,U
110,F
111,U
112,F
113,U
114,U
115,F
116,F
117,U
118,M
119,F
120,M
121,F
122,U
123,F
124,M
125,U
126,F
127,F
128,M
129,F
130,M
131,U
132,F
133,M
134,U
135,F
136,U
137,F
138,M
139,F
140,F
141,U
142,M
143,F
144,M
145,F
146,F
147,F
148,U
149,U
150,M
151,M
152,F
153,F
154,F
155,U
156,M
157,F
158,M
159,M
160,F
161,F
162,M
163,M
164,F
165,F
166,F
167,M
168,U
169,M
170,M
171,U
172,F
173,M
174,F
175,M
176,F
177,M
178,F
179,M
180,F
181,F
182,M
183,F
184,M
185,F
186,F
187,F
188,F
189,F
190,F
191,U
192,F
193,U
194,F
195,F
196,M
197,F
198,M
199,M
200,M
201,M
202,M
203,F
204,F
205,M
206,M
207,F
208,F
209,M
210,F
211,F
212,F
213,M
214,M
215,F
216,M
217,U
218,M
219,M
220,F
221,F
222,M
223,M
224,M
225,M
226,M
227,M
228,F
229,F
230,M
231,M
232,M
233,M
234,M
235,U
236,F
237,M
238,M
239,M
240,M
241,M
242,U
243,M
244,F
245,M
246,U
247,F
248,F
249,F
250,M
251,M
252,F
253,M
254,F
255,M
256,F
257,F
258,M
259,M
260,F
261,M
262,M
263,M
264,U
265,M
266,F
267,U
268,M
269,F
270,M
271,F
272,F
273,M
274,M
275,F
276,M
277,M
278,M
279,M
280,F
281,U
282,F
283,F
284,F
285,M
286,F
287,M
288,F
289,M
290,F
291,F
292,M
293,M
294,U
295,M
296,M
297,F
298,M
299,F
300,M
301,M
302,M
303,M
304,F
305,U
306,M
307,F
308,M
309,F
310,F
311,F
312,M
313,M
314,M
315,M
316,M
317,M
318,F
319,M
320,F
321,M
322,F
323,F
324,F
325,M
326,M
327,M
328,M
329,U
330,F
331,F
332,F
333,M
334,M
335,M
336,F
337,M
338,M
339,M
340,F
341,F
342,M
343,F
344,F
345,M
346,F
347,M
348,F
349,F
350,U
351,F
352,F
353,M
354,M
355,M
356,F
357,F
358,M
359,M
360,M
361,F
362,M
363,F
364,U
365,M
366,M
367,F
368,F
369,M
370,F
371,M
372,M
373,F
374,F
375,M
376,M
377,F
378,M
379,F
380,F
381,M
382,M
383,M
384,F
385,F
386,M
387,M
388,F
389,U
390,M
391,U
392,M
393,F
394,M
395,U
396,M
397,M
398,U
399,M
400,M
401,F
402,M
403,F
404,F
405,M
406,F
407,F
408,F
409,M
410,M
411,M
412,M
413,M
414,M
415,M
416,M
417,F
418,F
419,M
420,M
421,F
422,F
423,F
424,F
425,M
426,F
427,M
428,U
429,U
430,M
431,F
432,F
433,M
434,F
435,M
436,F
437,M
438,U
439,M
440,M
441,M
442,M
443,F
444,F
445,F
446,F
447,F
448,F
449,M
450,F
451,F
452,M
453,M
454,M
455,F
456,M
457,U
458,F
459,U
460,F
461,F
462,U
463,U
464,F
465,F
466,F
467,M
468,F
469,M
470,M
471,F
472,M
473,M
474,M
475,F
476,F
477,M
478,F
479,M
480,F
481,U
482,M
483,M
484,F
485,F
486,M
487,F
488,F
489,M
490,F
491,U
492,M
493,F
494,F
495,F
496,F
497,M
498,F
499,F
500,M
501,M
502,M
503,F
504,F
505,F
506,F
507,F
508,F
509,M
510,M
511,U
512,M
513,M
514,M
515,U
516,F
517,F
518,F
519,M
520,F
521,M
522,M
523,M
524,M
525,M
526,F
527,M
528,F
529,M
530,M
531,F
532,F
533,U
534,M
535,F
536,F
537,U
538,F
539,F
540,U
541,F
542,M
543,U
544,F
545,M
546,F
547,F
548,F
549,U
550,F
551,M
552,F
553,F
554,M
555,M
556,M
557,F
558,M
559,F
560,M
561,F
562,F
563,M
564,F
565,F
566,M
567,M
568,M
569,M
570,F
571,M
572,F
573,M
574,M
575,M
576,F
577,U
578,F
579,M
580,F
581,F
582,U
583,M
584,M
585,M
586,M
587,M
588,M
589,M
590,F
591,F
592,M
593,M
594,M
595,M
596,F
597,F
598,F
599,U
600,M
601,M
602,M
603,M
604,F
605,M
606,F
607,M
608,F
609,M
610,M
611,M
612,U
613,F
614,F
615,M
616,F
617,F
618,F
619,F
620,M
621,F
622,F
623,F
624,M
625,U
626,F
627,F
628,U
629,M
630,F
631,U
632,M
633,U
634,F
635,M
636,F
637,U
638,M
639,M
640,M
641,M
642,F
643,F
644,M
645,U
646,F
647,F
648,M
649,M
650,F
651,F
652,F
653,F
654,F
655,M
656,M
657,M
658,F
659,F
660,M
661,F
662,F
663,M
664,F
665,F
666,U
667,M
668,F
669,F
670,M
671,M
672,M
673,F
674,M
675,U
676,M
677,F
678,M
679,F
680,M
681,U
682,F
683,M
684,F
685,U
686,M
687,F
688,M
689,M
690,M
691,F
692,M
693,M
694,U
695,M
696,U
697,M
698,M
699,M
700,F
701,F
702,F
703,F
704,F
705,F
706,F
707,F
708,M
709,U
710,U
711,M
712,M
713,M
714,F
715,F
716,F
717,F
718,M
719,F
720,F
721,F
722,F
723,M
724,U
725,U
726,F
727,F
728,F
729,M
730,F
731,F
732,F
733,U
734,M
735,M
736,F
737,M
738,M
739,F
740,U
741,U
742,F
743,F
744,F
745,F
746,M
747,M
748,U
749,U
750,M
751,M
752,M
753,F
754,M
755,M
756,F
757,F
758,M
759,M
760,M
761,M
762,F
763,U
764,F
765,F
766,M
767,M
768,F
769,F
770,F
771,F
772,M
773,M
774,U
775,M
776,M
777,M
778,F
779,M
780,F
781,F
782,M
783,M
784,F
785,F
786,F
787,F
788,F
789,M
790,M
791,M
792,M
793,M
794,M
795,M
796,F
797,F
798,F
799,F
800,U
801,F
802,F
803,M
804,F
805,F
806,F
807,M
808,M
809,M
810,M
811,F
812,M
813,M
814,M
815,U
816,F
817,F
818,F
819,M
820,M
821,M
822,M
823,U
824,F
825,F
826,F
827,M
828,U
829,M
830,F
831,M
832,M
833,M
834,F
835,M
836,M
837,M
838,F
839,M
840,M
841,F
842,M
843,F
844,F
845,M
846,M
847,M
848,F
849,F
850,F
851,F
852,F
853,M
854,U
855,F
856,F
857,M
858,M
859,F
860,M
861,F
862,M
863,F
864,M
865,F
866,M
867,F
868,F
869,F
870,M
871,M
872,U
873,F
874,U
875,M
876,M
877,F
878,F
879,F
880,F
881,M
882,F
883,M
884,F
885,M
886,F
887,M
888,U
889,U
890,F
891,M
892,M
893,M
894,F
895,F
896,F
897,M
898,M
899,M
900,M
901,F
902,F
903,M
904,M
905,M
906,F
907,M
908,F
909,F
910,F
911,F
912,M
913,F
914,F
915,F
916,M
917,M
918,U
919,F
920,M
921,U
922,M
923,F
924,M
925,F
926,F
927,U
928,M
929,M
930,F
931,F
932,F
933,U
934,M
935,F
936,M
937,F
938,M
939,F
940,F
941,F
942,F
943,M
944,M
945,F
946,M
947,M
948,M
949,U
950,F
951,F
952,F
953,M
954,M
955,M
956,F
957,F
958,M
959,F
960,M
961,F
962,F
963,F
964,M
965,F
966,F
967,F
968,F
969,F
970,M
971,M
972,F
973,M
974,M
975,F
976,M
977,F
978,M
979,M
980,U
981,F
982,M
983,U
984,U
985,M
986,U
987,M
988,M
989,F
990,M
991,F
992,M
993,M
994,F
995,U
996,M
997,F
998,M
999,F
1000,M
1001,F
1002,M
1003,F
1004,U
1005,M
1006,F
1007,F
1008,M
1009,M
1010,F
1011,M
1012,F
1013,F
1014,F
1015,F
1016,M
1017,M
1018,M
1019,M
1020,F
1021,M
1022,F
1023,M
1024,U
1025,U
1026,F
1027,M
1028,F
1029,M
1030,M
1031,F
1032,F
1033,M
1034,F
1035,F
1036,F
1037,F
1038,F
1039,M
1040,F
1041,U
1042,U
1043,F
1044,M
1045,F
1046,M
1047,M
1048,F
1049,M
1050,M
1051,F
1052,U
1053,F
1054,M
1055,M
1056,M
1057,M
1058,M
1059,M
1060,U
1061,M
1062,M
1063,F
1064,F
1065,F
1066,M
1067,F
1068,F
1069,F
1070,F
1071,M
1072,F
1073,M
1074,F
1075,U
1076,M
1077,M
1078,M
1079,U
1080,F
1081,F
1082,F
1083,M
1084,F
1085,F
1086,M
1087,M
1088,U
1089,M
1090,F
1091,M
1092,F
1093,F
1094,M
1095,M
1096,U
1097,F
1098,M
1099,U
1100,F
1101,M
1102,M
1103,F
1104,F
1105,F
1106,M
1107,M
1108,F
1109,F
1110,M
1111,F
1112,F
1113,M
1114,M
1115,M
1116,U
1117,M
1118,M
1119,F
1120,M
1121,M
1122,F
1123,M
1124,F
1125,F
1126,F
1127,M
1128,F
1129,U
1130,M
1131,M
1132,M
1133,F
1134,M
1135,F
1136,M
1137,M
1138,M
1139,F
1140,M
1141,F
1142,F
1143,F
1144,F
1145,F
1146,F
1147,F
